Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300027941 assembled Ga0207719_1001901	CDS	Ga0207719_1001901	transposase	1	555	-	
3300027941 assembled Ga0207719_10019010	CDS	Ga0207719_10019010	hypothetical protein	9235	11187	-	
3300027941 assembled Ga0207719_10019011	CDS	Ga0207719_10019011	hypothetical protein	11171	11404	-	
3300027941 assembled Ga0207719_10019012	CDS	Ga0207719_10019012	hypothetical protein	11481	11765	-	
3300027941 assembled Ga0207719_10019013	CDS	Ga0207719_10019013	uncharacterized protein DUF87	11877	13220	-	
3300027941 assembled Ga0207719_10019014	CDS	Ga0207719_10019014	uncharacterized protein DUF433	13220	13852	-	
3300027941 assembled Ga0207719_10019015	CDS	Ga0207719_10019015	hypothetical protein	13856	14032	-	
3300027941 assembled Ga0207719_10019016	CDS	Ga0207719_10019016	hypothetical protein	14032	14244	-	
3300027941 assembled Ga0207719_10019017	CDS	Ga0207719_10019017	hypothetical protein	14442	15377	-	
3300027941 assembled Ga0207719_10019018	CDS	Ga0207719_10019018	hypothetical protein	15386	15976	-	
3300027941 assembled Ga0207719_10019019	CDS	Ga0207719_10019019	hypothetical protein	15993	17681	-	
3300027941 assembled Ga0207719_1001902	CDS	Ga0207719_1001902	hypothetical protein	646	792	-	
3300027941 assembled Ga0207719_10019020	CDS	Ga0207719_10019020	hypothetical protein	17678	17893	-	
3300027941 assembled Ga0207719_10019021	CDS	Ga0207719_10019021	hypothetical protein	17945	18547	-	
3300027941 assembled Ga0207719_10019022	CDS	Ga0207719_10019022	hypothetical protein	18813	19238	+	
3300027941 assembled Ga0207719_10019023	CDS	Ga0207719_10019023	hypothetical protein	19240	19806	-	
3300027941 assembled Ga0207719_10019024	CDS	Ga0207719_10019024	hypothetical protein	19936	20310	+	
3300027941 assembled Ga0207719_10019025	CDS	Ga0207719_10019025	hypothetical protein	20320	21471	+	
3300027941 assembled Ga0207719_10019026	CDS	Ga0207719_10019026	AAA domain-containing protein	21486	24227	+	
3300027941 assembled Ga0207719_10019027	CDS	Ga0207719_10019027	hypothetical protein	24224	25201	+	
3300027941 assembled Ga0207719_10019028	CDS	Ga0207719_10019028	type IV secretion system coupling TraD/TrwB family protein	25198	27117	+	
3300027941 assembled Ga0207719_10019029	CDS	Ga0207719_10019029	hypothetical protein	27114	27530	+	
3300027941 assembled Ga0207719_1001903	CDS	Ga0207719_1001903	hypothetical protein	832	1695	-	
3300027941 assembled Ga0207719_10019030	CDS	Ga0207719_10019030	hypothetical protein	27581	27865	+	
3300027941 assembled Ga0207719_10019031	CDS	Ga0207719_10019031	cell division control protein 6	28643	29860	+	
3300027941 assembled Ga0207719_10019032	CDS	Ga0207719_10019032	hypothetical protein	29883	30137	+	
3300027941 assembled Ga0207719_10019033	CDS	Ga0207719_10019033	hypothetical protein	30134	30322	+	
3300027941 assembled Ga0207719_10019034	CDS	Ga0207719_10019034	hypothetical protein	30588	30842	+	
3300027941 assembled Ga0207719_10019035	CDS	Ga0207719_10019035	DNA-binding MarR family transcriptional regulator	30839	31111	+	
3300027941 assembled Ga0207719_10019036	CDS	Ga0207719_10019036	hypothetical protein	31096	31419	-	
3300027941 assembled Ga0207719_10019037	CDS	Ga0207719_10019037	hypothetical protein	31470	33464	+	
3300027941 assembled Ga0207719_10019038	CDS	Ga0207719_10019038	hypothetical protein	33494	34399	+	
3300027941 assembled Ga0207719_10019039	CDS	Ga0207719_10019039	hypothetical protein	34411	34986	-	
3300027941 assembled Ga0207719_1001904	CDS	Ga0207719_1001904	hypothetical protein	1700	3904	-	
3300027941 assembled Ga0207719_10019040	CDS	Ga0207719_10019040	transglutaminase-like putative cysteine protease	34986	35597	-	
3300027941 assembled Ga0207719_10019041	CDS	Ga0207719_10019041	hypothetical protein	35572	35775	-	
3300027941 assembled Ga0207719_10019042	CDS	Ga0207719_10019042	transitional endoplasmic reticulum ATPase	35768	36883	-	
3300027941 assembled Ga0207719_10019043	CDS	Ga0207719_10019043	hypothetical protein	36880	37563	-	
3300027941 assembled Ga0207719_10019044	CDS	Ga0207719_10019044	hypothetical protein	37567	37833	-	
3300027941 assembled Ga0207719_10019045	CDS	Ga0207719_10019045	predicted transcriptional regulator	37918	38451	+	
3300027941 assembled Ga0207719_10019046	CDS	Ga0207719_10019046	hypothetical protein	38454	39329	-	
3300027941 assembled Ga0207719_10019047	CDS	Ga0207719_10019047	integrase	39453	40580	-	
3300027941 assembled Ga0207719_10019048	tRNA	Ga0207719_10019048	tRNA_Thr_GGT	40776	40847	-	
3300027941 assembled Ga0207719_10019049	CDS	Ga0207719_10019049	hypothetical protein	40934	41710	-	
3300027941 assembled Ga0207719_1001905	CDS	Ga0207719_1001905	hypothetical protein	3969	4373	-	
3300027941 assembled Ga0207719_10019050	CDS	Ga0207719_10019050	NAD+ synthase	41815	42669	-	
3300027941 assembled Ga0207719_10019051	tRNA	Ga0207719_10019051	tRNA_Gly_CCC	42797	42867	+	
3300027941 assembled Ga0207719_10019052	CDS	Ga0207719_10019052	hypothetical protein	43093	43941	-	
3300027941 assembled Ga0207719_10019053	CDS	Ga0207719_10019053	hypothetical protein	43954	44295	-	
3300027941 assembled Ga0207719_10019054	CDS	Ga0207719_10019054	maltose O-acetyltransferase	44405	45325	-	
3300027941 assembled Ga0207719_10019055	CDS	Ga0207719_10019055	hypothetical protein	45473	45709	+	
3300027941 assembled Ga0207719_10019056	CDS	Ga0207719_10019056	hypothetical protein	45795	45956	+	
3300027941 assembled Ga0207719_10019057	CDS	Ga0207719_10019057	hypothetical protein	46001	47080	-	
3300027941 assembled Ga0207719_10019058	tRNA	Ga0207719_10019058	tRNA_Val_GAC	47206	47280	-	
3300027941 assembled Ga0207719_10019059	CDS	Ga0207719_10019059	anthranilate phosphoribosyltransferase	47583	48602	+	
3300027941 assembled Ga0207719_1001906	CDS	Ga0207719_1001906	hypothetical protein	4370	5479	-	
3300027941 assembled Ga0207719_1001907	CDS	Ga0207719_1001907	5-methylcytosine-specific restriction endonuclease McrA	5608	6906	-	
3300027941 assembled Ga0207719_1001908	CDS	Ga0207719_1001908	hypothetical protein	7139	7867	-	
3300027941 assembled Ga0207719_1001909	CDS	Ga0207719_1001909	hypothetical protein	7874	8905	-	
