Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300022890 assembled Ga0222667_10001601	CDS	Ga0222667_10001601	hypothetical protein	2	280	-	
3300022890 assembled Ga0222667_100016010	CDS	Ga0222667_100016010	hypothetical protein	4786	5430	-	
3300022890 assembled Ga0222667_100016011	CDS	Ga0222667_100016011	hypothetical protein	5568	6074	-	
3300022890 assembled Ga0222667_100016012	CDS	Ga0222667_100016012	hypothetical protein	6076	6378	-	
3300022890 assembled Ga0222667_100016013	CDS	Ga0222667_100016013	hypothetical protein	6380	6676	-	
3300022890 assembled Ga0222667_100016014	CDS	Ga0222667_100016014	hypothetical protein	6678	7166	-	
3300022890 assembled Ga0222667_100016015	CDS	Ga0222667_100016015	hypothetical protein	7207	7515	-	
3300022890 assembled Ga0222667_100016016	CDS	Ga0222667_100016016	hypothetical protein	7718	8113	-	
3300022890 assembled Ga0222667_100016017	CDS	Ga0222667_100016017	hypothetical protein	8116	11865	-	
3300022890 assembled Ga0222667_100016018	CDS	Ga0222667_100016018	hypothetical protein	11925	12671	-	
3300022890 assembled Ga0222667_100016019	CDS	Ga0222667_100016019	hypothetical protein	12701	13219	-	
3300022890 assembled Ga0222667_10001602	CDS	Ga0222667_10001602	HNH endonuclease	376	1002	+	
3300022890 assembled Ga0222667_100016020	CDS	Ga0222667_100016020	hypothetical protein	13219	13665	-	
3300022890 assembled Ga0222667_100016021	CDS	Ga0222667_100016021	hypothetical protein	13717	13929	-	
3300022890 assembled Ga0222667_100016022	CDS	Ga0222667_100016022	hypothetical protein	13926	15233	-	
3300022890 assembled Ga0222667_100016023	CDS	Ga0222667_100016023	hypothetical protein	15230	17014	-	
3300022890 assembled Ga0222667_100016024	CDS	Ga0222667_100016024	hypothetical protein	17125	17784	-	
3300022890 assembled Ga0222667_100016025	CDS	Ga0222667_100016025	hypothetical protein	17781	17882	-	
3300022890 assembled Ga0222667_100016026	CDS	Ga0222667_100016026	hypothetical protein	17992	18447	-	
3300022890 assembled Ga0222667_100016027	CDS	Ga0222667_100016027	hypothetical protein	18444	18938	-	
3300022890 assembled Ga0222667_100016028	CDS	Ga0222667_100016028	hypothetical protein	18952	19449	-	
3300022890 assembled Ga0222667_100016029	CDS	Ga0222667_100016029	hypothetical protein	19436	19777	-	
3300022890 assembled Ga0222667_10001603	CDS	Ga0222667_10001603	hypothetical protein	999	1394	+	
3300022890 assembled Ga0222667_100016030	CDS	Ga0222667_100016030	5-methylcytosine-specific restriction endonuclease McrA	19770	20234	-	
3300022890 assembled Ga0222667_100016031	CDS	Ga0222667_100016031	hypothetical protein	20228	20320	-	
3300022890 assembled Ga0222667_100016032	CDS	Ga0222667_100016032	hypothetical protein	20308	20523	-	
3300022890 assembled Ga0222667_100016033	CDS	Ga0222667_100016033	formylmethanofuran dehydrogenase subunit E	20643	21191	-	
3300022890 assembled Ga0222667_100016034	CDS	Ga0222667_100016034	Cdc6-like AAA superfamily ATPase	21194	22213	-	
3300022890 assembled Ga0222667_100016035	CDS	Ga0222667_100016035	hypothetical protein	22978	24591	+	
3300022890 assembled Ga0222667_100016036	CDS	Ga0222667_100016036	hypothetical protein	24593	25687	+	
3300022890 assembled Ga0222667_100016037	CDS	Ga0222667_100016037	hypothetical protein	25687	25947	+	
3300022890 assembled Ga0222667_100016038	CDS	Ga0222667_100016038	hypothetical protein	25944	26669	+	
3300022890 assembled Ga0222667_100016039	CDS	Ga0222667_100016039	hypothetical protein	26663	26980	+	
3300022890 assembled Ga0222667_10001604	CDS	Ga0222667_10001604	ribonuclease HI	1397	1912	+	
3300022890 assembled Ga0222667_100016040	CDS	Ga0222667_100016040	hypothetical protein	26977	27120	+	
3300022890 assembled Ga0222667_100016041	CDS	Ga0222667_100016041	hypothetical protein	27117	27413	+	
3300022890 assembled Ga0222667_100016042	CDS	Ga0222667_100016042	predicted metal-binding transcription factor (methanogenesis marker protein 9)	27525	27725	+	
3300022890 assembled Ga0222667_100016043	CDS	Ga0222667_100016043	hypothetical protein	27727	27981	+	
3300022890 assembled Ga0222667_100016044	CDS	Ga0222667_100016044	hypothetical protein	27983	28150	+	
3300022890 assembled Ga0222667_100016045	CDS	Ga0222667_100016045	hypothetical protein	28153	28602	+	
3300022890 assembled Ga0222667_100016046	CDS	Ga0222667_100016046	hypothetical protein	28602	28955	+	
3300022890 assembled Ga0222667_100016047	CDS	Ga0222667_100016047	hypothetical protein	29012	29242	+	
3300022890 assembled Ga0222667_100016048	CDS	Ga0222667_100016048	hypothetical protein	29326	29478	+	
3300022890 assembled Ga0222667_100016049	CDS	Ga0222667_100016049	hypothetical protein	29691	29960	+	
3300022890 assembled Ga0222667_10001605	CDS	Ga0222667_10001605	hypothetical protein	1829	2659	-	
3300022890 assembled Ga0222667_100016050	CDS	Ga0222667_100016050	concanavalin A-like lectin/glucanase superfamily protein/concanavalin A-like lectin/glucanase superfamily protein/concanavalin A-like lectin/glucanase superfamily protein	29995	33861	+	
3300022890 assembled Ga0222667_100016051	CDS	Ga0222667_100016051	hypothetical protein	33921	34028	+	
3300022890 assembled Ga0222667_100016052	CDS	Ga0222667_100016052	hypothetical protein	34018	34389	+	
3300022890 assembled Ga0222667_100016053	CDS	Ga0222667_100016053	hypothetical protein	34382	34570	+	
3300022890 assembled Ga0222667_100016054	CDS	Ga0222667_100016054	hypothetical protein	34649	35293	+	
3300022890 assembled Ga0222667_100016055	CDS	Ga0222667_100016055	hypothetical protein	35283	35906	+	
3300022890 assembled Ga0222667_100016056	CDS	Ga0222667_100016056	hypothetical protein	35906	36406	+	
3300022890 assembled Ga0222667_100016057	CDS	Ga0222667_100016057	HNH endonuclease	36408	36725	+	
3300022890 assembled Ga0222667_100016058	CDS	Ga0222667_100016058	hypothetical protein	36722	36904	+	
3300022890 assembled Ga0222667_100016059	CDS	Ga0222667_100016059	hypothetical protein	36868	37065	+	
3300022890 assembled Ga0222667_10001606	CDS	Ga0222667_10001606	hypothetical protein	2652	2942	-	
3300022890 assembled Ga0222667_100016060	CDS	Ga0222667_100016060	hypothetical protein	37053	37382	+	
3300022890 assembled Ga0222667_100016061	CDS	Ga0222667_100016061	hypothetical protein	37414	37644	-	
3300022890 assembled Ga0222667_100016062	CDS	Ga0222667_100016062	hypothetical protein	37641	37853	-	
3300022890 assembled Ga0222667_100016063	CDS	Ga0222667_100016063	hypothetical protein	37826	38053	-	
3300022890 assembled Ga0222667_100016064	CDS	Ga0222667_100016064	hypothetical protein	38168	38302	-	
3300022890 assembled Ga0222667_100016065	CDS	Ga0222667_100016065	hypothetical protein	38346	38552	-	
3300022890 assembled Ga0222667_10001607	CDS	Ga0222667_10001607	hypothetical protein	2998	3219	-	
3300022890 assembled Ga0222667_10001608	CDS	Ga0222667_10001608	hypothetical protein	3242	4177	-	
3300022890 assembled Ga0222667_10001609	CDS	Ga0222667_10001609	hypothetical protein	4184	4744	-	
