Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300005915 assembled Ga0075122_100005571	CDS	Ga0075122_100005571	hypothetical protein	2	292	+	
3300005915 assembled Ga0075122_1000055710	CDS	Ga0075122_1000055710	hypothetical protein	3165	3344	+	
3300005915 assembled Ga0075122_1000055711	CDS	Ga0075122_1000055711	hypothetical protein	3341	3460	-	
3300005915 assembled Ga0075122_1000055712	CDS	Ga0075122_1000055712	hypothetical protein	3583	4002	-	
3300005915 assembled Ga0075122_1000055713	CDS	Ga0075122_1000055713	hypothetical protein	4004	4165	-	
3300005915 assembled Ga0075122_1000055714	CDS	Ga0075122_1000055714	hypothetical protein	4167	4415	-	
3300005915 assembled Ga0075122_1000055715	CDS	Ga0075122_1000055715	hypothetical protein	4393	4626	-	
3300005915 assembled Ga0075122_1000055716	CDS	Ga0075122_1000055716	hypothetical protein	4623	4922	-	
3300005915 assembled Ga0075122_1000055717	CDS	Ga0075122_1000055717	hypothetical protein	4915	5235	-	
3300005915 assembled Ga0075122_1000055718	CDS	Ga0075122_1000055718	hypothetical protein	5228	5923	-	
3300005915 assembled Ga0075122_1000055719	CDS	Ga0075122_1000055719	hypothetical protein	5920	6183	-	
3300005915 assembled Ga0075122_100005572	CDS	Ga0075122_100005572	hypothetical protein	292	480	+	
3300005915 assembled Ga0075122_1000055720	CDS	Ga0075122_1000055720	hypothetical protein	6180	7232	-	
3300005915 assembled Ga0075122_1000055721	CDS	Ga0075122_1000055721	hypothetical protein	7234	8868	-	
3300005915 assembled Ga0075122_1000055722	CDS	Ga0075122_1000055722	hypothetical protein	8858	9070	-	
3300005915 assembled Ga0075122_1000055723	CDS	Ga0075122_1000055723	Small nuclear ribonucleoprotein (snRNP) homolog	9039	9275	-	
3300005915 assembled Ga0075122_1000055724	CDS	Ga0075122_1000055724	hypothetical protein	9495	9638	-	
3300005915 assembled Ga0075122_1000055725	CDS	Ga0075122_1000055725	Cdc6-related protein, AAA superfamily ATPase	9760	10953	+	
3300005915 assembled Ga0075122_1000055726	CDS	Ga0075122_1000055726	hypothetical protein	10946	11407	+	
3300005915 assembled Ga0075122_1000055727	CDS	Ga0075122_1000055727	hypothetical protein	11409	11567	+	
3300005915 assembled Ga0075122_1000055728	CDS	Ga0075122_1000055728	hypothetical protein	11555	11692	+	
3300005915 assembled Ga0075122_1000055729	CDS	Ga0075122_1000055729	hypothetical protein	11682	11930	+	
3300005915 assembled Ga0075122_100005573	CDS	Ga0075122_100005573	hypothetical protein	518	1132	+	
