Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300010332 assembled Ga0116200_100000741	CDS	Ga0116200_100000741	hypothetical protein	221	1321	+	
3300010332 assembled Ga0116200_1000007410	CDS	Ga0116200_1000007410	hypothetical protein	6178	6753	+	
3300010332 assembled Ga0116200_1000007411	CDS	Ga0116200_1000007411	hypothetical protein	6720	6926	+	
3300010332 assembled Ga0116200_1000007412	CDS	Ga0116200_1000007412	hypothetical protein	6943	7515	-	
3300010332 assembled Ga0116200_1000007413	CDS	Ga0116200_1000007413	hypothetical protein	7623	7961	+	
3300010332 assembled Ga0116200_1000007414	CDS	Ga0116200_1000007414	hypothetical protein	8240	8998	+	
3300010332 assembled Ga0116200_1000007415	CDS	Ga0116200_1000007415	Repeat domain-containing protein	8995	13089	+	
3300010332 assembled Ga0116200_1000007416	CDS	Ga0116200_1000007416	copper-binding protein (NosD)/Right handed beta helix region	13241	14821	+	
3300010332 assembled Ga0116200_1000007417	CDS	Ga0116200_1000007417	DNA-binding transcriptional regulator, MarR family/Rubrerythrin	14823	15632	+	
3300010332 assembled Ga0116200_1000007418	CDS	Ga0116200_1000007418	hypothetical protein	15704	17296	+	
3300010332 assembled Ga0116200_1000007419	CDS	Ga0116200_1000007419	Predicted  nucleic acid-binding protein, contains Zn-ribbon domain	17299	18363	+	
3300010332 assembled Ga0116200_100000742	CDS	Ga0116200_100000742	hypothetical protein	1367	1579	+	
3300010332 assembled Ga0116200_1000007420	CDS	Ga0116200_1000007420	hypothetical protein	18360	18869	+	
3300010332 assembled Ga0116200_1000007421	CDS	Ga0116200_1000007421	hypothetical protein	18870	19124	+	
3300010332 assembled Ga0116200_1000007422	CDS	Ga0116200_1000007422	hypothetical protein	19124	19396	+	
3300010332 assembled Ga0116200_1000007423	CDS	Ga0116200_1000007423	hypothetical protein	19396	19680	+	
3300010332 assembled Ga0116200_1000007424	CDS	Ga0116200_1000007424	hypothetical protein	19696	19791	+	
3300010332 assembled Ga0116200_1000007425	CDS	Ga0116200_1000007425	hypothetical protein	19794	19967	+	
3300010332 assembled Ga0116200_1000007426	CDS	Ga0116200_1000007426	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	20037	20771	+	
3300010332 assembled Ga0116200_1000007427	CDS	Ga0116200_1000007427	hypothetical protein	20758	20946	+	
3300010332 assembled Ga0116200_1000007428	CDS	Ga0116200_1000007428	hypothetical protein	21029	21349	+	
3300010332 assembled Ga0116200_1000007429	CDS	Ga0116200_1000007429	hypothetical protein	21357	21602	+	
3300010332 assembled Ga0116200_100000743	CDS	Ga0116200_100000743	hypothetical protein	1625	3394	+	
3300010332 assembled Ga0116200_1000007430	CDS	Ga0116200_1000007430	hypothetical protein	21580	21885	+	
3300010332 assembled Ga0116200_1000007431	CDS	Ga0116200_1000007431	putative transposase	21892	22668	-	
3300010332 assembled Ga0116200_100000744	CDS	Ga0116200_100000744	hypothetical protein	3376	3672	+	
3300010332 assembled Ga0116200_100000745	CDS	Ga0116200_100000745	hypothetical protein	3682	4818	+	
3300010332 assembled Ga0116200_100000746	CDS	Ga0116200_100000746	Transglutaminase-like enzyme, putative cysteine protease	4818	5576	+	
3300010332 assembled Ga0116200_100000747	CDS	Ga0116200_100000747	hypothetical protein	5578	5691	+	
3300010332 assembled Ga0116200_100000748	CDS	Ga0116200_100000748	hypothetical protein	5675	5854	+	
3300010332 assembled Ga0116200_100000749	CDS	Ga0116200_100000749	hypothetical protein	5856	6191	+	
