Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300013101 assembled Ga0164313_100002501	CDS	Ga0164313_100002501	hypothetical protein	3	311	+	
3300013101 assembled Ga0164313_1000025010	CDS	Ga0164313_1000025010	hypothetical protein	3732	4505	+	
3300013101 assembled Ga0164313_1000025011	CDS	Ga0164313_1000025011	hypothetical protein	4498	4827	+	
3300013101 assembled Ga0164313_1000025012	CDS	Ga0164313_1000025012	hypothetical protein	4976	5335	+	
3300013101 assembled Ga0164313_1000025013	CDS	Ga0164313_1000025013	hypothetical protein	5340	5627	+	
3300013101 assembled Ga0164313_1000025014	CDS	Ga0164313_1000025014	hypothetical protein	5617	6492	+	
3300013101 assembled Ga0164313_1000025015	CDS	Ga0164313_1000025015	hypothetical protein	6498	6713	+	
3300013101 assembled Ga0164313_1000025016	CDS	Ga0164313_1000025016	hypothetical protein	6729	7199	+	
3300013101 assembled Ga0164313_1000025017	CDS	Ga0164313_1000025017	hypothetical protein	7199	7768	+	
3300013101 assembled Ga0164313_1000025018	CDS	Ga0164313_1000025018	hypothetical protein	7765	7992	+	
3300013101 assembled Ga0164313_1000025019	CDS	Ga0164313_1000025019	hypothetical protein	8347	9294	+	
3300013101 assembled Ga0164313_100002502	CDS	Ga0164313_100002502	hypothetical protein	593	943	-	
3300013101 assembled Ga0164313_1000025020	CDS	Ga0164313_1000025020	hypothetical protein	9348	11027	+	
3300013101 assembled Ga0164313_1000025021	CDS	Ga0164313_1000025021	hypothetical protein	11097	12224	+	
3300013101 assembled Ga0164313_1000025022	CDS	Ga0164313_1000025022	hypothetical protein	12227	12598	+	
3300013101 assembled Ga0164313_1000025023	CDS	Ga0164313_1000025023	hypothetical protein	12600	13718	+	
3300013101 assembled Ga0164313_1000025024	CDS	Ga0164313_1000025024	hypothetical protein	13726	14088	+	
3300013101 assembled Ga0164313_1000025025	CDS	Ga0164313_1000025025	Transposase	14156	14539	-	
3300013101 assembled Ga0164313_1000025026	CDS	Ga0164313_1000025026	hypothetical protein	14525	15469	+	
3300013101 assembled Ga0164313_1000025027	CDS	Ga0164313_1000025027	hypothetical protein	15893	16024	-	
3300013101 assembled Ga0164313_1000025028	CDS	Ga0164313_1000025028	hypothetical protein	16377	17459	+	
3300013101 assembled Ga0164313_1000025029	CDS	Ga0164313_1000025029	hypothetical protein	17485	17658	-	
3300013101 assembled Ga0164313_100002503	CDS	Ga0164313_100002503	hypothetical protein	999	1121	-	
3300013101 assembled Ga0164313_1000025030	CDS	Ga0164313_1000025030	hypothetical protein	17657	18313	+	
3300013101 assembled Ga0164313_1000025031	CDS	Ga0164313_1000025031	hypothetical protein	18320	18529	+	
3300013101 assembled Ga0164313_1000025032	CDS	Ga0164313_1000025032	hypothetical protein	18544	18831	+	
3300013101 assembled Ga0164313_1000025033	CDS	Ga0164313_1000025033	hypothetical protein	18839	20455	+	
3300013101 assembled Ga0164313_1000025034	CDS	Ga0164313_1000025034	hypothetical protein	20458	20718	+	
3300013101 assembled Ga0164313_1000025035	CDS	Ga0164313_1000025035	hypothetical protein	20715	22880	+	
3300013101 assembled Ga0164313_1000025036	CDS	Ga0164313_1000025036	Concanavalin A-like lectin/glucanases superfamily protein/Concanavalin A-like lectin/glucanases superfamily protein	23054	31474	+	
3300013101 assembled Ga0164313_1000025037	CDS	Ga0164313_1000025037	hypothetical protein	31482	32108	+	
3300013101 assembled Ga0164313_1000025038	CDS	Ga0164313_1000025038	hypothetical protein	32238	33323	+	
3300013101 assembled Ga0164313_1000025039	CDS	Ga0164313_1000025039	hypothetical protein	33352	34536	+	
3300013101 assembled Ga0164313_100002504	CDS	Ga0164313_100002504	LexA-binding, inner membrane-associated putative hydrolase	1122	1568	-	
3300013101 assembled Ga0164313_1000025040	CDS	Ga0164313_1000025040	Acylphosphatase	34753	35238	+	
3300013101 assembled Ga0164313_1000025041	CDS	Ga0164313_1000025041	hypothetical protein	35243	35548	-	
3300013101 assembled Ga0164313_1000025042	CDS	Ga0164313_1000025042	hypothetical protein	35638	38235	+	
3300013101 assembled Ga0164313_1000025043	CDS	Ga0164313_1000025043	hypothetical protein	38242	38709	+	
3300013101 assembled Ga0164313_1000025044	CDS	Ga0164313_1000025044	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	38693	40177	+	
3300013101 assembled Ga0164313_1000025045	CDS	Ga0164313_1000025045	hypothetical protein	40189	40542	+	
3300013101 assembled Ga0164313_1000025046	CDS	Ga0164313_1000025046	hypothetical protein	40604	40684	+	
3300013101 assembled Ga0164313_100002505	CDS	Ga0164313_100002505	hypothetical protein	1565	1648	-	
3300013101 assembled Ga0164313_100002506	CDS	Ga0164313_100002506	hypothetical protein	1968	2459	-	
3300013101 assembled Ga0164313_100002507	CDS	Ga0164313_100002507	hypothetical protein	2463	2741	-	
3300013101 assembled Ga0164313_100002508	CDS	Ga0164313_100002508	hypothetical protein	2865	3344	+	
3300013101 assembled Ga0164313_100002509	CDS	Ga0164313_100002509	hypothetical protein	3389	3745	+	
