Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300014208 assembled Ga0172379_100015921	CDS	Ga0172379_100015921	hypothetical protein	3	212	+	
3300014208 assembled Ga0172379_1000159210	CDS	Ga0172379_1000159210	NAD+ kinase	4812	5534	+	
3300014208 assembled Ga0172379_1000159211	CDS	Ga0172379_1000159211	8-oxo-dGTP diphosphatase	5531	5941	+	
3300014208 assembled Ga0172379_1000159212	CDS	Ga0172379_1000159212	hypothetical protein	5991	6161	+	
3300014208 assembled Ga0172379_1000159213	CDS	Ga0172379_1000159213	DNA adenine methylase	6165	7022	+	
3300014208 assembled Ga0172379_1000159214	tRNA	Ga0172379_1000159214	tRNA_Gln_TTG	7038	7110	+	
3300014208 assembled Ga0172379_1000159215	CDS	Ga0172379_1000159215	hypothetical protein	7152	7340	+	
3300014208 assembled Ga0172379_1000159216	CDS	Ga0172379_1000159216	DNA polymerase I	7340	9499	+	
3300014208 assembled Ga0172379_1000159217	CDS	Ga0172379_1000159217	hypothetical protein	9510	9794	+	
3300014208 assembled Ga0172379_1000159218	CDS	Ga0172379_1000159218	hypothetical protein	9879	11075	+	
3300014208 assembled Ga0172379_1000159219	CDS	Ga0172379_1000159219	Superfamily II DNA or RNA helicase	11085	12743	+	
3300014208 assembled Ga0172379_100015922	CDS	Ga0172379_100015922	hypothetical protein	222	431	+	
3300014208 assembled Ga0172379_1000159220	CDS	Ga0172379_1000159220	hypothetical protein	12772	13767	+	
3300014208 assembled Ga0172379_1000159221	CDS	Ga0172379_1000159221	hypothetical protein	13764	14084	+	
3300014208 assembled Ga0172379_1000159222	CDS	Ga0172379_1000159222	hypothetical protein	14084	14386	+	
3300014208 assembled Ga0172379_1000159223	CDS	Ga0172379_1000159223	hypothetical protein	14514	15080	+	
3300014208 assembled Ga0172379_1000159224	CDS	Ga0172379_1000159224	tellurium resistance protein TerD	15159	15746	+	
3300014208 assembled Ga0172379_1000159225	CDS	Ga0172379_1000159225	tellurium resistance protein TerD	15786	16388	+	
3300014208 assembled Ga0172379_1000159226	CDS	Ga0172379_1000159226	tellurite resistance protein TerC	16447	17427	+	
3300014208 assembled Ga0172379_1000159227	CDS	Ga0172379_1000159227	hypothetical protein	17430	17579	+	
3300014208 assembled Ga0172379_1000159228	CDS	Ga0172379_1000159228	phage shock protein A	17591	18319	+	
3300014208 assembled Ga0172379_1000159229	CDS	Ga0172379_1000159229	hypothetical protein	18322	19164	+	
3300014208 assembled Ga0172379_100015923	CDS	Ga0172379_100015923	hypothetical protein	627	1142	+	
3300014208 assembled Ga0172379_1000159230	CDS	Ga0172379_1000159230	hypothetical protein	19161	19478	+	
3300014208 assembled Ga0172379_1000159231	CDS	Ga0172379_1000159231	hypothetical protein	19479	19802	+	
3300014208 assembled Ga0172379_1000159232	CDS	Ga0172379_1000159232	hypothetical protein	19795	20262	+	
3300014208 assembled Ga0172379_1000159233	CDS	Ga0172379_1000159233	replication factor C small subunit	20344	21309	+	
3300014208 assembled Ga0172379_1000159234	CDS	Ga0172379_1000159234	hypothetical protein	21306	21719	+	
3300014208 assembled Ga0172379_1000159235	CDS	Ga0172379_1000159235	Phage-related protein, predicted endonuclease	21743	22672	+	
3300014208 assembled Ga0172379_1000159236	CDS	Ga0172379_1000159236	hypothetical protein	22707	22859	+	
3300014208 assembled Ga0172379_1000159237	CDS	Ga0172379_1000159237	hypothetical protein	22861	22977	+	
3300014208 assembled Ga0172379_1000159238	CDS	Ga0172379_1000159238	hypothetical protein	23082	23456	+	
3300014208 assembled Ga0172379_1000159239	CDS	Ga0172379_1000159239	hypothetical protein	23453	23791	+	
3300014208 assembled Ga0172379_100015924	CDS	Ga0172379_100015924	hypothetical protein	1204	1347	+	
3300014208 assembled Ga0172379_1000159240	CDS	Ga0172379_1000159240	thymidylate synthase	23801	24658	+	
3300014208 assembled Ga0172379_1000159241	CDS	Ga0172379_1000159241	hypothetical protein	24660	24821	+	
3300014208 assembled Ga0172379_1000159242	CDS	Ga0172379_1000159242	hypothetical protein	24844	26931	+	
3300014208 assembled Ga0172379_1000159243	CDS	Ga0172379_1000159243	hypothetical protein	27056	27274	+	
3300014208 assembled Ga0172379_1000159244	CDS	Ga0172379_1000159244	hypothetical protein	27299	27802	+	
3300014208 assembled Ga0172379_1000159245	CDS	Ga0172379_1000159245	PEGA domain-containing protein/PEGA domain-containing protein	27811	29025	+	
3300014208 assembled Ga0172379_1000159246	CDS	Ga0172379_1000159246	Glutaredoxin	29097	29312	+	
3300014208 assembled Ga0172379_1000159247	CDS	Ga0172379_1000159247	ribonucleoside-triphosphate reductase	29323	31530	+	
3300014208 assembled Ga0172379_1000159248	CDS	Ga0172379_1000159248	site-specific DNA-methyltransferase (adenine-specific)	31532	32419	+	
3300014208 assembled Ga0172379_1000159249	CDS	Ga0172379_1000159249	DNA helicase-2 / ATP-dependent DNA helicase PcrA	32562	34496	+	
3300014208 assembled Ga0172379_100015925	CDS	Ga0172379_100015925	hypothetical protein	1344	1865	+	
3300014208 assembled Ga0172379_1000159250	CDS	Ga0172379_1000159250	hypothetical protein	34493	34639	+	
3300014208 assembled Ga0172379_1000159251	CDS	Ga0172379_1000159251	hypothetical protein	34658	34861	+	
3300014208 assembled Ga0172379_1000159252	CDS	Ga0172379_1000159252	hypothetical protein	34879	35130	+	
3300014208 assembled Ga0172379_1000159253	CDS	Ga0172379_1000159253	Uncharacterized conserved protein YeaO, DUF488 family	35140	35514	-	
3300014208 assembled Ga0172379_1000159254	CDS	Ga0172379_1000159254	hypothetical protein	35511	35639	-	
3300014208 assembled Ga0172379_1000159255	CDS	Ga0172379_1000159255	hypothetical protein	35650	35784	-	
3300014208 assembled Ga0172379_1000159256	CDS	Ga0172379_1000159256	hypothetical protein	35788	36261	-	
3300014208 assembled Ga0172379_1000159257	CDS	Ga0172379_1000159257	hypothetical protein	36264	36458	-	
3300014208 assembled Ga0172379_1000159258	CDS	Ga0172379_1000159258	hypothetical protein	36468	36629	-	
3300014208 assembled Ga0172379_1000159259	CDS	Ga0172379_1000159259	hypothetical protein	36622	36786	-	
3300014208 assembled Ga0172379_100015926	CDS	Ga0172379_100015926	hypothetical protein	2182	2397	+	
3300014208 assembled Ga0172379_1000159260	CDS	Ga0172379_1000159260	hypothetical protein	36855	37088	-	
3300014208 assembled Ga0172379_1000159261	CDS	Ga0172379_1000159261	hypothetical protein	37100	37276	-	
3300014208 assembled Ga0172379_1000159262	CDS	Ga0172379_1000159262	hypothetical protein	37279	37407	-	
3300014208 assembled Ga0172379_1000159263	CDS	Ga0172379_1000159263	hypothetical protein	37409	37618	-	
3300014208 assembled Ga0172379_1000159264	CDS	Ga0172379_1000159264	hypothetical protein	37631	37747	-	
3300014208 assembled Ga0172379_1000159265	CDS	Ga0172379_1000159265	hypothetical protein	37757	37900	-	
3300014208 assembled Ga0172379_1000159266	CDS	Ga0172379_1000159266	hypothetical protein	38068	38436	+	
3300014208 assembled Ga0172379_1000159267	CDS	Ga0172379_1000159267	hypothetical protein	38450	38773	+	
3300014208 assembled Ga0172379_1000159268	CDS	Ga0172379_1000159268	FMN phosphatase YigB, HAD superfamily	38770	39426	+	
3300014208 assembled Ga0172379_1000159269	CDS	Ga0172379_1000159269	PRTase ComF-like	39419	40240	+	
3300014208 assembled Ga0172379_100015927	CDS	Ga0172379_100015927	DNA polymerase I	2422	2946	+	
3300014208 assembled Ga0172379_1000159270	CDS	Ga0172379_1000159270	hypothetical protein	40254	40586	+	
3300014208 assembled Ga0172379_1000159271	CDS	Ga0172379_1000159271	hypothetical protein	40703	41230	+	
3300014208 assembled Ga0172379_1000159272	CDS	Ga0172379_1000159272	hypothetical protein	41244	41459	+	
3300014208 assembled Ga0172379_1000159273	CDS	Ga0172379_1000159273	hypothetical protein	41472	41816	+	
3300014208 assembled Ga0172379_1000159274	CDS	Ga0172379_1000159274	hypothetical protein	41819	42322	+	
3300014208 assembled Ga0172379_1000159275	CDS	Ga0172379_1000159275	hypothetical protein	42359	43762	+	
3300014208 assembled Ga0172379_1000159276	CDS	Ga0172379_1000159276	hypothetical protein	43752	44015	+	
3300014208 assembled Ga0172379_1000159277	CDS	Ga0172379_1000159277	hypothetical protein	44012	44548	+	
3300014208 assembled Ga0172379_100015928	CDS	Ga0172379_100015928	Nucleoside 2-deoxyribosyltransferase like	2960	3367	+	
3300014208 assembled Ga0172379_100015929	CDS	Ga0172379_100015929	nicotinamide phosphoribosyltransferase	3385	4818	+	
