# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	69	257	-							FIB07_00005	189		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	69	257	-	NJD51234.1			hypothetical protein			FIB07_00005	189	62	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	328	3162	-							FIB07_00010	2835		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	328	3162	-	NJD51235.1			DEAD/DEAH box helicase			FIB07_00010	2835	944	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	3195	3755	-					cyaB		FIB07_00015	561		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	3195	3755	-	NJD51236.1			class IV adenylate cyclase	cyaB		FIB07_00015	561	186	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	3845	5926	+							FIB07_00020	2082		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	3845	5926	+	NJD51237.1			minichromosome maintenance protein MCM			FIB07_00020	2082	693	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	5935	6219	+							FIB07_00025	285		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	5935	6219	+	NJD51238.1			DUF424 family protein			FIB07_00025	285	94	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	6216	6875	+							FIB07_00030	660		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	6216	6875	+	NJD51239.1			hypothetical protein			FIB07_00030	660	219	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	6868	7938	+							FIB07_00035	1071		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	6868	7938	+	NJD51240.1			phosphoserine phosphatase			FIB07_00035	1071	356	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	7919	9028	-							FIB07_00040	1110		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	7919	9028	-	NJD51241.1			TIGR04013 family B12-binding domain/radical SAM domain-containing protein			FIB07_00040	1110	369	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	9039	9698	-					hypB		FIB07_00045	660		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	9039	9698	-	NJD51242.1			hydrogenase nickel incorporation protein HypB	hypB		FIB07_00045	660	219	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	9714	9950	-							FIB07_00050	237		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	9714	9950	-	NJD51243.1			hypothetical protein			FIB07_00050	237	78	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	10403	11413	+							FIB07_00055	1011		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	10403	11413	+	NJD51244.1			hypothetical protein			FIB07_00055	1011	336	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	11417	11782	+					hypA		FIB07_00060	366		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	11417	11782	+	NJD51245.1			hydrogenase maturation nickel metallochaperone HypA	hypA		FIB07_00060	366	121	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	11843	12406	+							FIB07_00065	564		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	11843	12406	+	NJD51246.1			hypothetical protein			FIB07_00065	564	187	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	12403	12624	+							FIB07_00070	222		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	12403	12624	+	NJD51247.1			hypothetical protein			FIB07_00070	222	73	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	12652	13557	-							FIB07_00075	906		
CDS	with_protein	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	12652	13557	-	NJD51248.1			hypothetical protein			FIB07_00075	906	301	
gene	protein_coding	GCA_012026795.1	Primary Assembly	unplaced scaffold		VEPM01000001.1	13568	14110	-							FIB07_00080	543		
