genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	property	source	evidence	source_id	organism	function	classification	pmid	query_coverage	subject_coverage	identity	e_value
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.29	HUG12_00095		folA, Dfr	Dihydrofolate reductase (EC 1.5.1.3)	Antibiotic Resistance	PATRIC	K-mer Search			Dihydrofolate reductase (EC 1.5.1.3)	antibiotic target in susceptible species	20169085;25288078				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.509	HUG12_01965			Protein translocase subunit SecE	Transporter	TCDB	BLAT	Q5V456	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)	the general secretory pathway (sec) family.	3.A.5.7.1	1543743;15520287	41	93	81	3e-19
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.661	HUG12_02675		GdpD	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Antibiotic Resistance	PATRIC	K-mer Search			Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	protein altering cell wall charge conferring antibiotic resistance	21899450				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.860	HUG12_03585		GdpD	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	Antibiotic Resistance	PATRIC	K-mer Search			Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	protein altering cell wall charge conferring antibiotic resistance	21899450				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2077	HUG12_08775		Iso-tRNA	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	Antibiotic Resistance	PATRIC	K-mer Search			Isoleucyl-tRNA synthetase (EC 6.1.1.5)	antibiotic target in susceptible species	7929087				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2530	HUG12_10610		folA, Dfr	Dihydrofolate reductase (EC 1.5.1.3)	Antibiotic Resistance	PATRIC	K-mer Search			Dihydrofolate reductase (EC 1.5.1.3)	antibiotic target in susceptible species	20169085;25288078				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2755	HUG12_11580		gyrB	DNA gyrase subunit B (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search			DNA gyrase subunit B (EC 5.99.1.3)	antibiotic target in susceptible species	21693461;22279180;9293187				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2756	HUG12_11585		gyrA	DNA gyrase subunit A (EC 5.99.1.3)	Antibiotic Resistance	PATRIC	K-mer Search			DNA gyrase subunit A (EC 5.99.1.3)	antibiotic target in susceptible species	9293187				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2817	HUG12_11845		KatG	Catalase-peroxidase KatG (EC 1.11.1.21)	Antibiotic Resistance	PATRIC	K-mer Search			Catalase-peroxidase KatG (EC 1.11.1.21)	antibiotic activation enzyme	14638486				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.2870	HUG12_12085		folA, Dfr	Dihydrofolate reductase (EC 1.5.1.3)	Antibiotic Resistance	PATRIC	K-mer Search			Dihydrofolate reductase (EC 1.5.1.3)	antibiotic target in susceptible species	20169085;25288078				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.3485	HUG12_14915		folP	Dihydropteroate synthase (EC 2.5.1.15)	Antibiotic Resistance	PATRIC	K-mer Search			Dihydropteroate synthase (EC 2.5.1.15)	antibiotic target in susceptible species	15673783				
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.3977	HUG12_17095		rpl2	LSU ribosomal protein L8e (L2p)	Drug Target	DrugBank	BLAT	P20276	Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809)	Omacetaxine mepesuccinate	Drug target		82	83	88	1e-101
