genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.rna.11	HUG12_04000		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	LSU rRNA	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.29	HUG12_00095		Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase (EC 1.5.1.3)	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in metabolic pathways
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.73	HUG12_00265		Citrate synthase (si) (EC 2.3.3.1)	Citrate synthase (si) (EC 2.3.3.1)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Anaerobic module of TCA
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.73	HUG12_00265		Citrate synthase (si) (EC 2.3.3.1)	Citrate synthase (si) (EC 2.3.3.1)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	TCA Cycle
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.104	HUG12_00345		Tripartite tricarboxylate transporter TctA family	Tripartite tricarboxylate transporter TctA family	MEMBRANE TRANSPORT	Membrane Transport		Tricarboxylate transport system
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.136	HUG12_00455		Tripartite tricarboxylate transporter TctA family	Tripartite tricarboxylate transporter TctA family	MEMBRANE TRANSPORT	Membrane Transport		Tricarboxylate transport system
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.164	HUG12_00550		Aldehyde dehydrogenase (EC 1.2.1.3)	Aldehyde dehydrogenase (EC 1.2.1.3)	ENERGY	Energy and Precursor Metabolites Generation	Central Metabolism	Methylglyoxal Metabolism
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.180	HUG12_00615		Transcription initiation factor B	Transcription initiation factor B	RNA PROCESSING	RNA Processing	Transcription	RNA polymerase, archaeal initiation factors
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.190			NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	METABOLISM	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate dehydrogenases
2743089.3	Halobonum sp. NJ-3-1	fig|2743089.3.peg.190			NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	METABOLISM	Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate dehydrogenases
