genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.1	HT576_00005	1	648	+	648		Excinuclease ABC subunit A	PLF_121871_00000694	PGF_04041316
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.2	HT576_00010	766	1185	+	420		hypothetical protein	PLF_121871_00004468	PGF_01864040
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.3	HT576_00015	1321	1908	+	588		hypothetical protein	PLF_121871_00002360	PGF_00337959
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.4	HT576_00020	2190	3488	-	1299		ribonuclease II family protein	PLF_121871_00002561	PGF_00411897
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.5	HT576_00025	3561	3854	-	294		hypothetical protein	PLF_121871_00001210	PGF_02486225
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.6	HT576_00030	3977	4456	+	480		conserved protein with predicted RNA binding PUA domain	PLF_121871_00000982	PGF_00070163
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.7	HT576_00035	4789	5922	+	1134		Putative esterase	PLF_121871_00002359	PGF_00416561
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.8	HT576_00040	5936	6100	-	165		hypothetical protein	PLF_121871_00015678	PGF_01864039
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.9	HT576_00045	6134	7459	-	1326		Molybdopterin molybdenumtransferase (EC 2.10.1.1)	PLF_121871_00000559	PGF_09188652
2496101.3	Haloterrigena sp. SYSU A121-1	JABURA010000001	PATRIC	CDS	fig|2496101.3.peg.10	HT576_00050	7616	7978	+	363		hypothetical protein		PGF_08225224
