genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.14	HT576_00070	speB	Agmatinase (EC 3.5.3.11)	3.5.3.11	Agmatinase	00330	Arginine and proline metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.16	HT576_00080		Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	1.9.3.1	Cytochrome-c oxidase	00190	Oxidative phosphorylation
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.16	HT576_00080		Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	1.9.3.1	Cytochrome-c oxidase	00910	Nitrogen metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.24	HT576_00110		Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00240	Pyrimidine metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.24	HT576_00110		Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00450	Selenoamino acid metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.30	HT576_00135		beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00052	Galactose metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.30	HT576_00135		beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00531	Glycosaminoglycan degradation
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.30	HT576_00135		beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00600	Sphingolipid metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.30	HT576_00135		beta-galactosidase (EC 3.2.1.23)	3.2.1.23	Beta-galactosidase	00604	Glycosphingolipid biosynthesis - ganglio series
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.36	HT576_00160		Malate:quinone oxidoreductase (EC 1.1.5.4)	1.1.5.4	Malate dehydrogenase (quinone)	00620	Pyruvate metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.44	HT576_00185		Aldehyde dehydrogenase (EC 1.2.1.3)	1.2.1.3	Aldehyde dehydrogenase (NAD(+))	00010	Glycolysis / Gluconeogenesis
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.44	HT576_00185		Aldehyde dehydrogenase (EC 1.2.1.3)	1.2.1.3	Aldehyde dehydrogenase (NAD(+))	00040	Pentose and glucuronate interconversions
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.44	HT576_00185		Aldehyde dehydrogenase (EC 1.2.1.3)	1.2.1.3	Aldehyde dehydrogenase (NAD(+))	00053	Ascorbate and aldarate metabolism
2496101.3	Haloterrigena sp. SYSU A121-1	fig|2496101.3.peg.44	HT576_00185		Aldehyde dehydrogenase (EC 1.2.1.3)	1.2.1.3	Aldehyde dehydrogenase (NAD(+))	00071	Fatty acid metabolism
