genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1			3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	4.2.1.33	3-isopropylmalate dehydratase	00290	Valine, leucine and isoleucine biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2			3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	4.2.1.33	3-isopropylmalate dehydratase	00290	Valine, leucine and isoleucine biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.6			3-isopropylmalate dehydrogenase (EC 1.1.1.85)	1.1.1.85	3-isopropylmalate dehydrogenase	00290	Valine, leucine and isoleucine biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.13			Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00240	Pyrimidine metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.13			Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00450	Selenoamino acid metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase	00780	Biotin metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase	00780	Biotin metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase	00780	Biotin metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.9	Biotin--[methylmalonyl-CoA-carboxytransferase] ligase	00780	Biotin metabolism
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.47			Tyrosyl-tRNA synthetase (EC 6.1.1.1)	6.1.1.1	Tyrosine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.48			Phosphopantothenate synthetase, archaeal (EC 6.3.2.36)	6.3.2.36	4-phosphopantoate--beta-alanine ligase	00770	Pantothenate and CoA biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.49			Pantoate kinase, archaeal (EC 2.7.1.169)	2.7.1.169	Pantoate kinase	00770	Pantothenate and CoA biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.51			Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	6.1.1.12	Aspartate--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.51			Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	6.1.1.23	Aspartate--tRNA(Asn) ligase	00970	Aminoacyl-tRNA biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.79			"2-haloalkanoic acid dehalogenase "	3.8.1.2	(S)-2-haloacid dehalogenase	00361	gamma-Hexachlorocyclohexane degradation
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.79			"2-haloalkanoic acid dehalogenase "	3.8.1.2	(S)-2-haloacid dehalogenase	00625	Tetrachloroethene degradation
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.81			Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00010	Glycolysis / Gluconeogenesis
