genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.1			3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.2			3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.6			3-isopropylmalate dehydrogenase (EC 1.1.1.85)	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	Metabolism	Amino Acids and Derivatives	Branched-chain amino acids	Branched-Chain Amino Acid Biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.10			Diphthine synthase (EC 2.1.1.98)	Diphthine synthase (EC 2.1.1.98)	Protein Processing	Protein Fate (folding, modification, targeting, degradation)	Protein processing and modification	Diphthamide biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.32			Substrate-specific component BioY of biotin ECF transporter	Substrate-specific component BioY of biotin ECF transporter	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.32			Substrate-specific component BioY of biotin ECF transporter	Substrate-specific component BioY of biotin ECF transporter	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.32			Substrate-specific component BioY of biotin ECF transporter	Substrate-specific component BioY of biotin ECF transporter	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin operon repressor	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin operon repressor	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin biosynthesis
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis & utilization
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.45			Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Biotin	Biotin synthesis cluster
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.47			Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Tyr
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.48			Phosphopantothenate synthetase, archaeal (EC 6.3.2.36)	Phosphopantothenate synthetase, archaeal (EC 6.3.2.36)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Coenzyme A	Coenzyme A
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.49			Pantoate kinase, archaeal (EC 2.7.1.169)	Pantoate kinase, archaeal (EC 2.7.1.169)	Metabolism	Cofactors, Vitamins, Prosthetic Groups	Coenzyme A	Coenzyme A
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.51			Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	Aspartyl-tRNA synthetase (EC 6.1.1.12)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Asn
222984.5	Natrinema altunense strain AJ2	fig|222984.5.peg.51			Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	Aspartyl-tRNA synthetase (EC 6.1.1.12)	Protein Processing	Protein Synthesis	Aminoacyl-tRNA-synthetases	tRNA aminoacylation, Asp
