genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.10	C485_00050		Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor	00965	Betalain biosynthesis
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.11	C485_00055		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	1.10.3.-	With oxygen as acceptor	00965	Betalain biosynthesis
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.34	C485_00165		Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00072	Synthesis and degradation of ketone bodies
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.34	C485_00165		Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00280	Valine, leucine and isoleucine degradation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.34	C485_00165		Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00281	Geraniol degradation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.34	C485_00165		Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	4.1.3.4	Hydroxymethylglutaryl-CoA lyase	00650	Butanoate metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.35	C485_00170		Acetyl-CoA synthetase (EC 6.2.1.1)	6.2.1.1	Acetate--CoA ligase	00010	Glycolysis / Gluconeogenesis
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.35	C485_00170		Acetyl-CoA synthetase (EC 6.2.1.1)	6.2.1.1	Acetate--CoA ligase	00620	Pyruvate metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.35	C485_00170		Acetyl-CoA synthetase (EC 6.2.1.1)	6.2.1.1	Acetate--CoA ligase	00640	Propanoate metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.35	C485_00170		Acetyl-CoA synthetase (EC 6.2.1.1)	6.2.1.1	Acetate--CoA ligase	00680	Methane metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.35	C485_00170		Acetyl-CoA synthetase (EC 6.2.1.1)	6.2.1.1	Acetate--CoA ligase	00720	Reductive carboxylate cycle (CO2 fixation)
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00062	Fatty acid elongation in mitochondria
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00071	Fatty acid metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00280	Valine, leucine and isoleucine degradation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00281	Geraniol degradation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00310	Lysine degradation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00360	Phenylalanine metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00362	Benzoate degradation via hydroxylation
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00380	Tryptophan metabolism
1227494.3	Natrinema altunense JCM 12890	fig|1227494.3.peg.37	C485_00180		"Enoyl-CoA hydratase II 1 "	4.2.1.17	Enoyl-CoA hydratase	00410	beta-Alanine metabolism
