genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	role_name	superclass	class	subclass	subsystem_name
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.rna.54	G3I44_19280		LSU rRNA ## 23S rRNA, large subunit ribosomal RNA	LSU rRNA	STRESS RESPONSE, DEFENSE, VIRULENCE	Stress Response, Defense and Virulence	Resistance to antibiotics and toxic compounds	Antibiotic targets in protein synthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.17	G3I44_00085	argF	Ornithine carbamoyltransferase (EC 2.1.3.3)	Ornithine carbamoyltransferase (EC 2.1.3.3)	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.17	G3I44_00085	argF	Ornithine carbamoyltransferase (EC 2.1.3.3)	Ornithine carbamoyltransferase (EC 2.1.3.3)	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Urea cycle
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.18	G3I44_00090		[LysW]-lysine hydrolase @ [LysW]-ornithine hydrolase	[LysW]-ornithine hydrolase	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.19	G3I44_00095		[LysW]-aminoadipate semialdehyde transaminase @ [LysW]-glutamate semialdehyde transaminase	[LysW]-glutamate semialdehyde transaminase	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.20	G3I44_00100		[LysW]-aminoadipate kinase @ [LysW]-glutamate kinase	[LysW]-glutamate kinase	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.21	G3I44_00105		[LysW]-L-2-aminoadipate 6-phosphate reductase @ [LysW]-gamma-glutamyl-phosphate reductase	[LysW]-gamma-glutamyl-phosphate reductase	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.22	G3I44_00110	lysX	alpha-aminoadipate--LysW ligase (EC 6.3.2.43) @ Glutamate--LysW ligase	Glutamate--LysW ligase	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.24	G3I44_00120	argH	Argininosuccinate lyase (EC 4.3.2.1)	Argininosuccinate lyase (EC 4.3.2.1)	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Arginine biosynthesis
60847.21	Halogeometricum borinquense strain wsp4	fig|60847.21.peg.24	G3I44_00120	argH	Argininosuccinate lyase (EC 4.3.2.1)	Argininosuccinate lyase (EC 4.3.2.1)	METABOLISM	Amino Acids and Derivatives	Arginine; urea cycle, creatine, polyamines	Urea cycle
